Date,Host,Service,Content
"2026-03-06T13:40:30.902Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] Analise de recursos PIX Gateway=== Conexoes PSP ===Pool Ativo: 7Pool Livre: 3Pool Maximo: 10Uso Pool (%): 85%=== Fila de Transacoes ===Pendentes: 22Processando: 2Timeout: 0=== Latencia ===Media DICT (ms): 778P95 DICT (ms): 1497Media PSP (ms): 587P95 PSP (ms): 3880=== Certificados ===mTLS PSP: Valido ate 2026-06-15mTLS BACEN: Valido ate 2026-09-20"
"2026-03-06T13:40:30.902Z","pdv-loja-001","bad-logs","[06/03/2026 13:40:28] [PDV=001][PIX][CONCILIACAO] Resultado total_transacoes=48 conciliadas_ok=43 divergencias=5 valor_total_pix_cents=102054292 valor_total_vendas_cents=102080045"
"2026-03-06T13:40:30.902Z","pdv-loja-001","bad-logs","ERROR: [06/03/2026 13:40:28] [PDV=001][PIX][CONCILIACAO] Divergencia encontrada txid=PIX20260306840840001 valor_pix_cents=354766 valor_venda_cents=118538 diferenca_cents=25753 tipo=VALOR_DIVERGENTE"
"2026-03-06T13:40:30.232Z","pdv-loja-001","bad-logs","[06/03/2026 13:40:28] [PDV=001][PIX][CONCILIACAO] Inicio conciliacao PIX periodo=2026-03-06T08:00:00/2026-03-06T12:00:00 loja=001"
"2026-03-06T13:40:30.232Z","pdv-loja-003","bad-logs","ERROR: [06/03/2026 13:40:28] [PDV=003][PIX][TRANSACAO] Transacao PIX BLOQUEADA txid=PIX202603061340286749003 motivo=ANTIFRAUDE rc=-99 valor_cents=802500"
"2026-03-06T13:40:30.232Z","pdv-loja-003","bad-logs","ERROR: [06/03/2026 13:40:28] [PDV=003][PIX][ANTIFRAUDE] Transacao bloqueada por suspeita de fraude txid=PIX202603061340286749003 rc=-99 erro=FRAUDE_DETECTADA motivo=VELOCIDADE_TRANSACIONAL score_risco=95 msg=Multiplas transacoes de alto valor em curto periodo chave=cnpj:30.373.272/0001-78 qtd_ultimas_1h=13 valor_acumulado_1h_cents=24630170"
"2026-03-06T13:40:30.232Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][PIX] Iniciando transacao PIX valor=8025 chave=cnpj:30.373.272/0001-78 txid=PIX202603061340286749003 nsu=884517"
"2026-03-06T13:40:30.232Z","pdv-loja-001","bad-logs","ERROR: [06/03/2026 13:40:28] [PDV=001][PIX][TRANSACAO] Transacao PIX REJEITADA txid=PIX202603061340286748001 motivo=DICT_INDISPONIVEL rc=-6 valor_cents=151800 tentativa=1/3"
"2026-03-06T13:40:30.232Z","pdv-loja-001","bad-logs","ERROR: [06/03/2026 13:40:28] [PDV=001][PIX][DICT] Falha na consulta DICT chave=telefone:+5531977665544 rc=-6 erro=TIMEOUT_COMUNICACAO msg=Nao foi possivel consultar o DICT do BACEN tempo_ms=3000 / Exception: java.net.SocketTimeoutException: failed to connect to /10.50.1.20 (port 8443) from /10.0.2.15 (port 49356) after 3000ms	at libcore.io.IoBridge.connectErrno(IoBridge.java:235)	at com.pix.gateway.DictClient.consultaChave(DictClient.java:112)	at java.lang.Thread.run(Thread.java:1119)"
"2026-03-06T13:40:30.232Z","pdv-loja-001","bad-logs","[06/03/2026 13:40:28] [PDV=001][PIX] Iniciando transacao PIX valor=1518 chave=telefone:+5531977665544 txid=PIX202603061340286748001 nsu=884516"
"2026-03-06T13:40:30.232Z","pdv-loja-001","bad-logs","[06/03/2026 13:40:28] [PDV=001][VENDA][CANCELADA] COO=6350 motivo=PIX_TIMEOUT valor_cents=2125200"
"2026-03-06T13:40:30.232Z","pdv-loja-001","bad-logs","ERROR: [06/03/2026 13:40:28] [PDV=001][PIX][TIMEOUT] Transacao PIX EXPIRADA txid=PIX202603061340286747001 tempo_espera_seg=600 status=TIMEOUT valor_cents=2125200 chave=email:loja@empresa.com.br msg=Cliente nao realizou o pagamento dentro do prazo"
"2026-03-06T13:40:30.232Z","pdv-loja-001","bad-logs","[06/03/2026 13:40:28] [PDV=001][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603061340286747001 tipo=DINAMICO valor_cents=2125200 expiracao_seg=600"
"2026-03-06T13:40:30.232Z","pdv-loja-001","bad-logs","[06/03/2026 13:40:28] [PDV=001][PIX] Iniciando transacao PIX valor=21252 chave=email:loja@empresa.com.br txid=PIX202603061340286747001 nsu=884515"
"2026-03-06T13:40:30.232Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][VENDA][CANCELADA] COO=6294 motivo=PIX_TIMEOUT valor_cents=2742000"
"2026-03-06T13:40:30.232Z","pdv-loja-003","bad-logs","ERROR: [06/03/2026 13:40:28] [PDV=003][PIX][TIMEOUT] Transacao PIX EXPIRADA txid=PIX202603061340286746003 tempo_espera_seg=600 status=TIMEOUT valor_cents=2742000 chave=email:loja@empresa.com.br msg=Cliente nao realizou o pagamento dentro do prazo"
"2026-03-06T13:40:30.232Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603061340286746003 tipo=DINAMICO valor_cents=2742000 expiracao_seg=600"
"2026-03-06T13:40:30.232Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][PIX] Iniciando transacao PIX valor=27420 chave=email:loja@empresa.com.br txid=PIX202603061340286746003 nsu=884514"
"2026-03-06T13:40:30.232Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][VENDA][FINALIZADA] COO=5604 valor_total_cents=1493800 forma_pagamento=PIX nsu=884513 cupom_fiscal=OK"
"2026-03-06T13:40:30.232Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603061340286745004 endToEndId=E1823612000000000000000006745 valor_cents=1493800 status=CONCLUIDA"
"2026-03-06T13:40:30.232Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][PIX][DICT] Consulta DICT chave=cpf:444.333.222-11 resultado=OK nome_beneficiario=JOAO SILVA ispb=18236120 banco=Nubank"
"2026-03-06T13:40:30.232Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603061340286745004 tipo=DINAMICO valor_cents=1493800 expiracao_seg=600"
"2026-03-06T13:40:30.232Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][PIX] Iniciando transacao PIX valor=14938 chave=cpf:444.333.222-11 txid=PIX202603061340286745004 nsu=884513"
"2026-03-06T13:40:29.588Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][VENDA][FINALIZADA] COO=6184 valor_total_cents=3022700 forma_pagamento=PIX nsu=884512 cupom_fiscal=OK"
"2026-03-06T13:40:29.588Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603061340286744004 endToEndId=E9040088800000000000000006744 valor_cents=3022700 status=CONCLUIDA"
"2026-03-06T13:40:29.588Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][PIX][DICT] Consulta DICT chave=cpf:111.222.333-44 resultado=OK nome_beneficiario=PATRICIA ROCHA ispb=90400888 banco=BancoBrasil"
"2026-03-06T13:40:29.588Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603061340286744004 tipo=DINAMICO valor_cents=3022700 expiracao_seg=300"
"2026-03-06T13:40:29.588Z","pdv-loja-004","bad-logs","[06/03/2026 13:40:28] [PDV=004][PIX] Iniciando transacao PIX valor=30227 chave=cpf:111.222.333-44 txid=PIX202603061340286744004 nsu=884512"
"2026-03-06T13:40:29.588Z","pdv-loja-002","bad-logs","[06/03/2026 13:40:28] [PDV=002][VENDA][FINALIZADA] COO=6147 valor_total_cents=4044900 forma_pagamento=PIX nsu=884511 cupom_fiscal=OK"
"2026-03-06T13:40:29.588Z","pdv-loja-002","bad-logs","[06/03/2026 13:40:28] [PDV=002][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603061340286743002 endToEndId=E0000020800000000000000006743 valor_cents=4044900 status=CONCLUIDA"
"2026-03-06T13:40:29.588Z","pdv-loja-002","bad-logs","[06/03/2026 13:40:28] [PDV=002][PIX][DICT] Consulta DICT chave=cpf:111.222.333-44 resultado=OK nome_beneficiario=JOAO SILVA ispb=00000208 banco=Bradesco"
"2026-03-06T13:40:29.588Z","pdv-loja-002","bad-logs","[06/03/2026 13:40:28] [PDV=002][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603061340286743002 tipo=DINAMICO valor_cents=4044900 expiracao_seg=300"
"2026-03-06T13:40:29.588Z","pdv-loja-002","bad-logs","[06/03/2026 13:40:28] [PDV=002][PIX] Iniciando transacao PIX valor=40449 chave=cpf:111.222.333-44 txid=PIX202603061340286743002 nsu=884511"
"2026-03-06T13:40:29.588Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][VENDA][FINALIZADA] COO=5626 valor_total_cents=4782300 forma_pagamento=PIX nsu=884510 cupom_fiscal=OK"
"2026-03-06T13:40:29.588Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603061340286742003 endToEndId=E0041696800000000000000006742 valor_cents=4782300 status=CONCLUIDA"
"2026-03-06T13:40:29.588Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][PIX][DICT] Consulta DICT chave=cpf:444.333.222-11 resultado=OK nome_beneficiario=PEDRO SANTOS ispb=00416968 banco=C6Bank"
"2026-03-06T13:40:29.588Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603061340286742003 tipo=DINAMICO valor_cents=4782300 expiracao_seg=300"
"2026-03-06T13:40:29.588Z","pdv-loja-003","bad-logs","[06/03/2026 13:40:28] [PDV=003][PIX] Iniciando transacao PIX valor=47823 chave=cpf:444.333.222-11 txid=PIX202603061340286742003 nsu=884510"
"2026-03-06T13:40:29.588Z","pdv-loja-005","bad-logs","[06/03/2026 13:40:28] [PDV=005][VENDA][FINALIZADA] COO=5901 valor_total_cents=2566400 forma_pagamento=PIX nsu=884509 cupom_fiscal=OK"
"2026-03-06T13:40:29.588Z","pdv-loja-005","bad-logs","[06/03/2026 13:40:28] [PDV=005][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603061340286741005 endToEndId=E3317253700000000000000006741 valor_cents=2566400 status=CONCLUIDA"
"2026-03-06T13:40:29.588Z","pdv-loja-005","bad-logs","[06/03/2026 13:40:28] [PDV=005][PIX][DICT] Consulta DICT chave=cpf:444.333.222-11 resultado=OK nome_beneficiario=FERNANDA LIMA ispb=33172537 banco=Sicoob"
"2026-03-06T13:40:29.588Z","pdv-loja-005","bad-logs","[06/03/2026 13:40:28] [PDV=005][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603061340286741005 tipo=DINAMICO valor_cents=2566400 expiracao_seg=300"
"2026-03-06T13:40:29.588Z","pdv-loja-005","bad-logs","[06/03/2026 13:40:28] [PDV=005][PIX] Iniciando transacao PIX valor=25664 chave=cpf:444.333.222-11 txid=PIX202603061340286741005 nsu=884509"
"2026-03-06T12:54:37.883Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][OPERADOR] Msg='PIX REJEITADO - CONTA_BLOQUEADA. Solicitar outra forma de pagamento.' | Opcoes=NOVA_FORMA,CANCELAR"
"2026-03-06T12:54:37.883Z","pdv-loja-003","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=003][PIX][PAGAMENTO] Pagamento PIX REJEITADO pelo PSP txid=PIX202603060954361135003 endToEndId=E1823612000000000000000001135 rc=-22 erro=CONTA_BLOQUEADA msg=Conta do pagador com restricao valor_cents=86200 banco_pagador=Itau"
"2026-03-06T12:54:37.883Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX] Iniciando transacao PIX valor=862 chave=cpf:123.456.789-00 txid=PIX202603060954361135003 nsu=887653"
"2026-03-06T12:54:37.883Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] Analise de recursos PIX Gateway=== Conexoes PSP ===Pool Ativo: 10Pool Livre: 0Pool Maximo: 10Uso Pool (%): 93%=== Fila de Transacoes ===Pendentes: 28Processando: 1Timeout: 0=== Latencia ===Media DICT (ms): 653P95 DICT (ms): 1542Media PSP (ms): 1211P95 PSP (ms): 3265=== Certificados ===mTLS PSP: Valido ate 2026-06-15mTLS BACEN: Valido ate 2026-09-20"
"2026-03-06T12:54:37.883Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX][CONCILIACAO] Resultado total_transacoes=49 conciliadas_ok=45 divergencias=4 valor_total_pix_cents=83976990 valor_total_vendas_cents=84026347"
"2026-03-06T12:54:37.883Z","pdv-loja-003","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=003][PIX][CONCILIACAO] Divergencia encontrada txid=PIX20260306832685003 valor_pix_cents=107318 valor_venda_cents=214412 diferenca_cents=49357 tipo=VALOR_DIVERGENTE"
"2026-03-06T12:54:37.883Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX][CONCILIACAO] Inicio conciliacao PIX periodo=2026-03-06T08:00:00/2026-03-06T12:00:00 loja=003"
"2026-03-06T12:54:37.883Z","pdv-loja-002","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=002][PIX][DEVOLUCAO] Falha na devolucao PIX txid=PIX202603060954361134002 devolucaoId=D0000000000000000000000001134 rc=-12 erro=PSP_REJEITOU_DEVOLUCAO msg=O PSP do pagador rejeitou a devolucao: saldo insuficiente na conta transitoria / Exception: com.pix.exception.DevolucaoException: PSP_REJECTION saldo_transitoria_cents=751856 valor_solicitado_cents=783500	at com.pix.service.DevolucaoService.processaDevolucao(DevolucaoService.java:156)	at java.lang.Thread.run(Thread.java:1119)"
"2026-03-06T12:54:37.883Z","pdv-loja-002","bad-logs","[06/03/2026 09:54:36] [PDV=002][PIX][DEVOLUCAO] Solicitacao de devolucao PIX txid=PIX202603060954361134002 endToEndId=E0118152100000000000000001134 valor_devolucao_cents=783500 motivo=PRODUTO_DEFEITUOSO devolucaoId=D0000000000000000000000001134"
"2026-03-06T12:54:37.883Z","pdv-loja-001","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=001][PIX][TRANSACAO] Transacao PIX REJEITADA txid=PIX202603060954361133001 motivo=DICT_INDISPONIVEL rc=-6 valor_cents=1453200 tentativa=1/3"
"2026-03-06T12:54:37.883Z","pdv-loja-001","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=001][PIX][DICT] Falha na consulta DICT chave=telefone:+5521988776655 rc=-6 erro=TIMEOUT_COMUNICACAO msg=Nao foi possivel consultar o DICT do BACEN tempo_ms=3000 / Exception: java.net.SocketTimeoutException: failed to connect to /10.50.1.20 (port 8443) from /10.0.2.15 (port 52331) after 3000ms	at libcore.io.IoBridge.connectErrno(IoBridge.java:235)	at com.pix.gateway.DictClient.consultaChave(DictClient.java:112)	at java.lang.Thread.run(Thread.java:1119)"
"2026-03-06T12:54:37.233Z","pdv-loja-001","bad-logs","[06/03/2026 09:54:36] [PDV=001][PIX] Iniciando transacao PIX valor=14532 chave=telefone:+5521988776655 txid=PIX202603060954361133001 nsu=887652"
"2026-03-06T12:54:37.233Z","pdv-loja-004","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=004][PIX][TRANSACAO] Transacao PIX REJEITADA txid=PIX202603060954361132004 motivo=DICT_INDISPONIVEL rc=-6 valor_cents=1624700 tentativa=1/3"
"2026-03-06T12:54:37.233Z","pdv-loja-004","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=004][PIX][DICT] Falha na consulta DICT chave=telefone:+5511999887766 rc=-6 erro=TIMEOUT_COMUNICACAO msg=Nao foi possivel consultar o DICT do BACEN tempo_ms=3000 / Exception: java.net.SocketTimeoutException: failed to connect to /10.50.1.20 (port 8443) from /10.0.2.15 (port 40228) after 3000ms	at libcore.io.IoBridge.connectErrno(IoBridge.java:235)	at com.pix.gateway.DictClient.consultaChave(DictClient.java:112)	at java.lang.Thread.run(Thread.java:1119)"
"2026-03-06T12:54:37.233Z","pdv-loja-004","bad-logs","[06/03/2026 09:54:36] [PDV=004][PIX] Iniciando transacao PIX valor=16247 chave=telefone:+5511999887766 txid=PIX202603060954361132004 nsu=887651"
"2026-03-06T12:54:37.233Z","pdv-loja-001","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=001][PIX][TRANSACAO] Transacao PIX REJEITADA txid=PIX202603060954361131001 motivo=DICT_INDISPONIVEL rc=-6 valor_cents=1427200 tentativa=1/3"
"2026-03-06T12:54:37.233Z","pdv-loja-001","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=001][PIX][DICT] Falha na consulta DICT chave=telefone:+5531977665544 rc=-6 erro=TIMEOUT_COMUNICACAO msg=Nao foi possivel consultar o DICT do BACEN tempo_ms=3000 / Exception: java.net.SocketTimeoutException: failed to connect to /10.50.1.20 (port 8443) from /10.0.2.15 (port 59753) after 3000ms	at libcore.io.IoBridge.connectErrno(IoBridge.java:235)	at com.pix.gateway.DictClient.consultaChave(DictClient.java:112)	at java.lang.Thread.run(Thread.java:1119)"
"2026-03-06T12:54:37.233Z","pdv-loja-001","bad-logs","[06/03/2026 09:54:36] [PDV=001][PIX] Iniciando transacao PIX valor=14272 chave=telefone:+5531977665544 txid=PIX202603060954361131001 nsu=887650"
"2026-03-06T12:54:37.233Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][VENDA][CANCELADA] COO=6477 motivo=PIX_TIMEOUT valor_cents=819300"
"2026-03-06T12:54:37.233Z","pdv-loja-005","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=005][PIX][TIMEOUT] Transacao PIX EXPIRADA txid=PIX202603060954361130005 tempo_espera_seg=600 status=TIMEOUT valor_cents=819300 chave=email:ana@hotmail.com msg=Cliente nao realizou o pagamento dentro do prazo"
"2026-03-06T12:54:37.233Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603060954361130005 tipo=DINAMICO valor_cents=819300 expiracao_seg=600"
"2026-03-06T12:54:37.233Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX] Iniciando transacao PIX valor=8193 chave=email:ana@hotmail.com txid=PIX202603060954361130005 nsu=887649"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][VENDA][CANCELADA] COO=6061 motivo=PIX_TIMEOUT valor_cents=2144200"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","ERROR: [06/03/2026 09:54:36] [PDV=003][PIX][TIMEOUT] Transacao PIX EXPIRADA txid=PIX202603060954361129003 tempo_espera_seg=600 status=TIMEOUT valor_cents=2144200 chave=email:loja@empresa.com.br msg=Cliente nao realizou o pagamento dentro do prazo"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603060954361129003 tipo=DINAMICO valor_cents=2144200 expiracao_seg=600"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX] Iniciando transacao PIX valor=21442 chave=email:loja@empresa.com.br txid=PIX202603060954361129003 nsu=887648"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][VENDA][FINALIZADA] COO=5927 valor_total_cents=4539100 forma_pagamento=PIX nsu=887647 cupom_fiscal=OK"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603060954361128003 endToEndId=E6074694800000000000000001128 valor_cents=4539100 status=CONCLUIDA"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX][DICT] Consulta DICT chave=cpf:111.222.333-44 resultado=OK nome_beneficiario=FERNANDA LIMA ispb=60746948 banco=BancoOriginal"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603060954361128003 tipo=DINAMICO valor_cents=4539100 expiracao_seg=300"
"2026-03-06T12:54:37.233Z","pdv-loja-003","bad-logs","[06/03/2026 09:54:36] [PDV=003][PIX] Iniciando transacao PIX valor=45391 chave=cpf:111.222.333-44 txid=PIX202603060954361128003 nsu=887647"
"2026-03-06T12:54:36.595Z","pdv-loja-004","bad-logs","[06/03/2026 09:54:36] [PDV=004][VENDA][FINALIZADA] COO=5518 valor_total_cents=4370600 forma_pagamento=PIX nsu=887646 cupom_fiscal=OK"
"2026-03-06T12:54:36.595Z","pdv-loja-004","bad-logs","[06/03/2026 09:54:36] [PDV=004][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603060954361127004 endToEndId=E0118152100000000000000001127 valor_cents=4370600 status=CONCLUIDA"
"2026-03-06T12:54:36.595Z","pdv-loja-004","bad-logs","[06/03/2026 09:54:36] [PDV=004][PIX][DICT] Consulta DICT chave=cpf:987.654.321-00 resultado=OK nome_beneficiario=LUCIA FERREIRA ispb=01181521 banco=BancoBrasil"
"2026-03-06T12:54:36.595Z","pdv-loja-004","bad-logs","[06/03/2026 09:54:36] [PDV=004][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603060954361127004 tipo=DINAMICO valor_cents=4370600 expiracao_seg=600"
"2026-03-06T12:54:36.595Z","pdv-loja-004","bad-logs","[06/03/2026 09:54:36] [PDV=004][PIX] Iniciando transacao PIX valor=43706 chave=cpf:987.654.321-00 txid=PIX202603060954361127004 nsu=887646"
"2026-03-06T12:54:36.595Z","pdv-loja-001","bad-logs","[06/03/2026 09:54:36] [PDV=001][VENDA][FINALIZADA] COO=6356 valor_total_cents=4699000 forma_pagamento=PIX nsu=887645 cupom_fiscal=OK"
"2026-03-06T12:54:36.595Z","pdv-loja-001","bad-logs","[06/03/2026 09:54:36] [PDV=001][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603060954361126001 endToEndId=E0000020800000000000000001126 valor_cents=4699000 status=CONCLUIDA"
"2026-03-06T12:54:36.595Z","pdv-loja-001","bad-logs","[06/03/2026 09:54:36] [PDV=001][PIX][DICT] Consulta DICT chave=cpf:777.888.999-00 resultado=OK nome_beneficiario=CARLOS PEREIRA ispb=00000208 banco=C6Bank"
"2026-03-06T12:54:36.595Z","pdv-loja-001","bad-logs","[06/03/2026 09:54:36] [PDV=001][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603060954361126001 tipo=DINAMICO valor_cents=4699000 expiracao_seg=300"
"2026-03-06T12:54:36.595Z","pdv-loja-001","bad-logs","[06/03/2026 09:54:36] [PDV=001][PIX] Iniciando transacao PIX valor=46990 chave=cpf:777.888.999-00 txid=PIX202603060954361126001 nsu=887645"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][VENDA][FINALIZADA] COO=6315 valor_total_cents=1350500 forma_pagamento=PIX nsu=887644 cupom_fiscal=OK"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603060954361125005 endToEndId=E9040088800000000000000001125 valor_cents=1350500 status=CONCLUIDA"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX][DICT] Consulta DICT chave=cpf:666.555.444-33 resultado=OK nome_beneficiario=MARIA OLIVEIRA ispb=90400888 banco=BancoOriginal"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603060954361125005 tipo=DINAMICO valor_cents=1350500 expiracao_seg=300"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX] Iniciando transacao PIX valor=13505 chave=cpf:666.555.444-33 txid=PIX202603060954361125005 nsu=887644"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][VENDA][FINALIZADA] COO=5779 valor_total_cents=4521000 forma_pagamento=PIX nsu=887643 cupom_fiscal=OK"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX][PAGAMENTO] Confirmacao recebida txid=PIX202603060954361124005 endToEndId=E0118152100000000000000001124 valor_cents=4521000 status=CONCLUIDA"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX][DICT] Consulta DICT chave=cpf:987.654.321-00 resultado=OK nome_beneficiario=JOAO SILVA ispb=01181521 banco=Nubank"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX][QRCODE] QR Code gerado com sucesso txid=PIX202603060954361124005 tipo=DINAMICO valor_cents=4521000 expiracao_seg=600"
"2026-03-06T12:54:36.595Z","pdv-loja-005","bad-logs","[06/03/2026 09:54:36] [PDV=005][PIX] Iniciando transacao PIX valor=45210 chave=cpf:987.654.321-00 txid=PIX202603060954361124005 nsu=887643"
"2026-03-06T12:51:46.212Z","pdv-loja-004","bad-logs","[06/03/2026 12:31:40] [PDV=004][OPERADOR] Msg='PIX REJEITADO - CHAVE_NAO_ENCONTRADA. Solicitar outra forma de pagamento.' | Opcoes=NOVA_FORMA,CANCELAR"
"2026-03-06T12:51:46.212Z","pdv-loja-004","bad-logs","ERROR: [06/03/2026 12:50:38] [PDV=004][PIX][PAGAMENTO] Pagamento PIX REJEITADO pelo PSP txid=PIX20260306120067004 endToEndId=E3317253700000000000000000067 rc=-22 erro=CHAVE_NAO_ENCONTRADA msg=Conta do pagador com restricao valor_cents=1443500 banco_pagador=Itau"
"2026-03-06T12:51:46.212Z","pdv-loja-004","bad-logs","[06/03/2026 12:24:44] [PDV=004][PIX] Iniciando transacao PIX valor=14435 chave=cpf:666.555.444-33 txid=PIX20260306120067004 nsu=887566"
"2026-03-06T12:51:46.212Z","pdv-loja-003","bad-logs","[06/03/2026 12:45:20] [PDV=003][OPERADOR] Msg='PIX REJEITADO - LIMITE_DIARIO_EXCEDIDO. Solicitar outra forma de pagamento.' | Opcoes=NOVA_FORMA,CANCELAR"
"2026-03-06T12:51:46.212Z","pdv-loja-003","bad-logs","ERROR: [06/03/2026 12:33:42] [PDV=003][PIX][PAGAMENTO] Pagamento PIX REJEITADO pelo PSP txid=PIX20260306120066003 endToEndId=E1823612000000000000000000066 rc=-22 erro=LIMITE_DIARIO_EXCEDIDO msg=Conta do pagador com restricao valor_cents=826800 banco_pagador=Itau"
"2026-03-06T12:51:46.212Z","pdv-loja-003","bad-logs","[06/03/2026 12:17:22] [PDV=003][PIX] Iniciando transacao PIX valor=8268 chave=cpf:444.333.222-11 txid=PIX20260306120066003 nsu=887565"
"2026-03-06T12:51:46.212Z","pdv-loja-002","bad-logs","[06/03/2026 12:12:20] [PDV=002][OPERADOR] Msg='PIX REJEITADO - LIMITE_DIARIO_EXCEDIDO. Solicitar outra forma de pagamento.' | Opcoes=NOVA_FORMA,CANCELAR"
